,GeneralRanking,Surname First name Club / Team,Cat.,Class.Cat.,Time,Difference/ 1st,Nationality
881,882,2313  - CELAYA ESCRIBANO Carlos,SEH,360,41:07:38,22:05:44,ES
882,883,1600  - BARRET Fabien,V1H,359,41:08:40,22:06:46,FR
883,884,2905  - MULCARE Timothy,SEH,361,41:09:20,22:07:26,GB
884,885,1518  - LAFFON Pierre CASO AIRBUS,SEH,362,41:09:33,22:07:39,FR
885,886,1454  - BUSSEUIL Catherine CLUB 26 ALLAN,V2F,6,41:10:22,22:08:28,FR
886,887,1291  - PICCIN Franco,V2H,92,41:10:31,22:08:37,IT
887,888,468  - PAGNIEZ Jérôme,V1H,360,41:11:40,22:09:46,FR
888,889,2042  - MESTRE MESEGUER Antonio TRAIL SER LA SENIA,V3H,6,41:12:21,22:10:27,ES
889,890,808  - NIÑEROLA QUEROL Angel,SEH,363,41:12:23,22:10:29,ES
890,891,1711  - HUGUET Yoann UT4M,SEH,364,41:13:15,22:11:21,FR
891,892,1715  - PORTA PELAYO Jose María ALPINO BENALMADENA IRONTRIATH,SEH,365,41:14:13,22:12:19,ES
892,893,1367  - PEREZ MORALES Carlos ALPINO BENALMADENA,SEH,366,41:14:14,22:12:20,ES
893,894,2170  - PORTA PELAYO Daniel ALPINO BENALMADENA IRONTRIATH,V1H,361,41:14:16,22:12:22,ES
894,895,1477  - STAHALA Martin ALPENRUNNERS,V1H,362,41:14:21,22:12:27,DE
895,896,1794  - RICHARD Cédric,SEH,367,41:15:11,22:13:17,FR
896,897,1382  - TINELLI Mauro AMATORI SPORT SERRAVALLE SESIA,V1H,363,41:15:53,22:13:59,IT
897,898,743  - BARBIER Virginie SAONE MONT D'OR NATURE,V1F,22,41:17:21,22:15:27,FR
898,899,882  - HAY Duncan,V1H,364,41:18:57,22:17:03,GB
899,900,2123  - NASTA Eduardo,V1H,365,41:20:05,22:18:11,MX
900,901,1419  - UGUEN Regis FANCH RIDER TRAIL,SEH,368,41:20:20,22:18:26,FR
901,902,1825  - JEZO EMMANUEL,V1H,366,41:20:57,22:19:03,FR
902,903,2901  - KAWAKAMI Hisao,V1H,367,41:21:03,22:19:09,JP
903,904,1409  - TRON Jean-Francois GAP HAUTES ALPES ATHLETISME,V2H,93,41:21:44,22:19:50,FR
904,905,631  - WILLIAMS Emma,SEF,41,41:22:04,22:20:10,GB
905,906,1772  - BELANGER Dominic SAONE MONT D'OR NATURE,V2H,94,41:22:13,22:20:19,CA
906,907,1793  - MONTERO MARTINEZ Raul CLUB TRAIL ALBACETE,V1H,368,41:22:20,22:20:26,ES
907,908,1590  - CHEN Yi-Ming,V1H,369,41:22:50,22:20:56,TW
908,909,1969  - TEN MORRO Jorge NATIVOS,V1H,370,41:23:13,22:21:19,ES
909,910,1111  - MODIGNANI Alice,V1F,23,41:23:58,22:22:04,IT
910,911,1550  - THIRIET Fabien COURIR LE MONDE,V1H,371,41:23:59,22:22:05,FR
911,912,967  - DUCRUY Cyril RCDC COUBLANC,V1H,372,41:24:17,22:22:23,FR
912,913,651  - BRUNELLE Sebastien OXUBII / N.E.M TRAINING,SEH,369,41:24:47,22:22:53,FR
913,914,1649  - LESLIE Ross,V1H,373,41:25:23,22:23:29,GB
914,915,423  - CHABANNIER Christophe AMSL FREJUS,V1H,374,41:25:37,22:23:43,FR
915,915,2145  - PAN Junyang,SEH,370,41:25:37,22:23:43,CN
916,917,1928  - KOLB Stephann ACIGNE JOGGING,V1H,375,41:26:18,22:24:24,FR
917,918,1954  - CZAPCZYŃSKI Cezary ultramaratonpodkarpacki.pl,V1H,376,41:26:46,22:24:52,PL
918,919,925  - FERGUSON Claire BRUSSELSBLUEMOONH3,SEF,42,41:26:57,22:25:03,GB
919,920,1668  - YOSHINO Hiroshi,SEH,371,41:27:36,22:25:42,JP
920,921,1007  - BALAHACHI Rafion LEYRENNE AC/SPIRIDON LIMOUSIN/TEAM RAIDLIGHT/TEAM UT4M/TEAM MAYOTTE TRAIL/CRB974,SEH,372,41:28:31,22:26:37,FR
921,921,1410  - UTZMANN Robin,V1H,377,41:28:31,22:26:37,FR
922,923,426  - XIE Liansheng COLUMBIA,V1H,378,41:29:21,22:27:27,CN
923,924,813  - PRÜFER Martina,V1F,24,41:29:27,22:27:33,DE
924,924,819  - HARDENNE Frederick TEAM TRAIL SINGLE TRACK,V1H,379,41:29:27,22:27:33,BE
925,926,1476  - PRÜFER Gaston,SEH,373,41:29:28,22:27:34,DE
926,927,1121  - PIKABEA Asier AGERRA MENDI TALDEA,V1H,380,41:29:51,22:27:57,ES
927,928,2379  - QUEYRAUD Franck,V1H,381,41:30:39,22:28:45,FR
928,929,2204  - BEZERRA Humberto Fabio CAES D'AVENIDA,SEH,374,41:30:42,22:28:48,PT
929,930,447  - FERRARI Christophe,SEH,375,41:32:25,22:30:31,FR
930,931,1791  - CLOPON Stephane,V1H,382,41:33:53,22:31:59,FR
931,932,1960  - SASAMOTO Wataru,V2H,95,41:33:56,22:32:02,JP
932,933,1021  - DEMO Diego VALSUSA RUNNING TEAM,V1H,383,41:34:49,22:32:55,IT
933,934,1307  - DEMO Maurizio VALSUA RUNNING TEAM,V1H,384,41:34:50,22:32:56,IT
934,935,1765  - DETKO Ewa,V2F,7,41:34:56,22:33:02,PL
935,936,1207  - HE Yunting,SEF,43,41:35:19,22:33:25,CN
936,937,2014  - VIRUEL BEGINES Vicente CDA PALACIEGO,V1H,385,41:35:35,22:33:41,ES
937,938,2006  - CHERENCE Julien,SEH,376,41:35:39,22:33:45,FR
938,939,1268  - PATUREL Olivier LES ETOILES DU 8EME,V1H,386,41:35:44,22:33:50,FR
939,940,997  - BARBIERI Ranieri Brook U.S. NAVE,V1H,387,41:35:46,22:33:52,IT
940,941,585  - DUMAIS Helene,SEF,44,41:36:24,22:34:30,CA
941,942,2224  - SCOTT Alexandre CLUB DE TRAIL ERABLIERE AU BOISE DU LAC,SEH,377,41:36:45,22:34:51,CA
942,943,1252  - DUBOUILH Cédric,V1H,388,41:36:51,22:34:57,FR
943,944,1395  - RUEDA RUIZ Nestor,SEH,378,41:40:11,22:38:17,ES
944,945,755  - GARCIA CONDE Julen APUKO IGOERA,SEH,379,41:40:12,22:38:18,ES
945,946,1608  - GIAMBATTISTONI Nicola,V1H,389,41:40:43,22:38:49,IT
946,947,1189  - FRISCH Anne,V2F,8,41:40:53,22:38:59,FR
947,948,1246  - NOTARIO VAZQUEZ Miguel INDEPENDIENTE,V1H,390,41:41:15,22:39:21,ES
948,949,1267  - LIU Tinghua RUN YOUR HERO,V1H,391,41:42:29,22:40:35,CN
949,950,1131  - LLOPIS ALEMANY Hector C.A. DIANIUM TURURAC,SEH,380,41:42:51,22:40:57,ES
950,951,1611  - MESTIVIER William,SEH,381,41:43:14,22:41:20,FR
951,952,2106  - COMPAGNON Francois,V2H,96,41:43:15,22:41:21,FR
952,953,1973  - MAZURAIS Stephane,V1H,392,41:43:21,22:41:27,FR
953,954,1780  - WARLOUZE Mickaël 100% TRAIL ANGERS,SEH,382,41:43:24,22:41:30,FR
954,954,2424  - MIURA Masahiro,V1H,393,41:43:24,22:41:30,JP
955,956,1326  - VEYRES Dominique TEAM MOUFLARDS,V1H,394,41:43:28,22:41:34,FR
956,957,1493  - GEORGESCU Laurentiu,SEH,383,41:43:41,22:41:47,RO
957,958,1576  - SALVATI Romolo PLUS ULTRA,SEH,384,41:44:05,22:42:11,IT
958,959,959  - TARCY Olivier TEAM CCAP,V1H,395,41:44:16,22:42:22,FR
959,960,2192  - STOYANOV Elvis MONTANA,V2H,97,41:44:17,22:42:23,BG
960,961,1357  - LEMAIRE Yann-Pierrick,V1H,396,41:44:33,22:42:39,FR
961,962,2026  - AUDOUBERT Daniel,SEH,385,41:45:42,22:43:48,FR
962,963,2200  - PETROFF Nicolas,V1H,397,41:45:45,22:43:51,FR
963,964,1313  - CALABRESE Antonio,V2H,98,41:45:47,22:43:53,IT
964,965,1818  - BARRÈS François,V3H,7,41:46:10,22:44:16,FR
965,966,2410  - BOUSSAC Christophe,V2H,99,41:46:11,22:44:17,FR
966,967,2859  - CALDWELL Mark Ayr Seafoth AAC,V1H,398,41:47:20,22:45:26,GB
967,968,1458  - GRYCZ Kamil UNDEREQUATOR,SEH,386,41:47:34,22:45:40,PL
968,969,1637  - BONAMY Cyrille,V1H,399,41:47:37,22:45:43,FR
969,970,1977  - VICINI Mauro,V1H,400,41:47:41,22:45:47,IT
970,971,1546  - LOEILLET Pierre TRAIL VERNET AVENTURE,SEH,387,41:48:34,22:46:40,FR
971,971,2363  - JACOB Tristan,SEH,387,41:48:34,22:46:40,FR
972,973,1877  - LO Ting Sau,V1H,401,41:48:37,22:46:43,HK
973,974,2504  - TAM Chi Chung,SEH,389,41:48:38,22:46:44,HK
974,975,2017  - HOJNACKI Laurent OXYGENE,V2H,100,41:48:49,22:46:55,FR
975,976,1644  - PINI Angel Ariel PAULUZAK,V1H,402,41:49:02,22:47:08,AR
976,977,1417  - RACKL Stefan,SEH,390,41:49:26,22:47:32,DE
977,978,1860  - JAYET Adrien,SEH,391,41:49:34,22:47:40,CH
978,979,2348  - SZYSZKOWSKI Rafal,V1H,403,41:50:10,22:48:16,PL
979,980,2678  - KUDLA Jaroslaw KLUB BIEGACZA KP,V2H,101,41:50:11,22:48:17,PL
980,981,970  - FAVARO Antonella GRUPPO SPORTIVO MERCURYUS,V1F,25,41:50:36,22:48:42,IT
981,982,1089  - CHEN Kang TOP BARRACUDA TEAM,SEH,392,41:50:40,22:48:46,CN
982,983,1174  - YAMADA Hirofumi NAC & KSTRC,V1H,404,41:51:20,22:49:26,JP
983,984,988  - POIROT Nicolas,V1H,405,41:52:03,22:50:09,FR
984,985,1763  - TURKI Soffian ASR TRAIL78 / Kikourou,V1H,406,41:52:52,22:50:58,FR
985,986,2126  - REMOR Michele GS ASTRA,SEH,393,41:53:00,22:51:06,IT
986,987,2186  - LOPEZ HIDALGO Rafael ESCUELA RUNNING CEM,SEH,394,41:53:30,22:51:36,ES
987,988,2308  - TULIK Paweł KB OżAROW MAZOWIECKI BIEGA,V1H,407,41:54:14,22:52:20,PL
988,989,2295  - TULIK Piotr KB OżAROW MAZOWIECKI BIEGA,V1H,408,41:54:16,22:52:22,PL
989,990,2226  - VOLPEDO Mariano A2A|DEMENCIAL|ROUTE,V1H,409,41:54:24,22:52:30,CL
990,991,2007  - LACH Piotr,V1H,410,41:55:07,22:53:13,PL
991,992,2392  - MISIURNY Marc VYTAJOG,V3H,8,41:55:45,22:53:51,FR
992,993,1819  - BORREGO REINA Jose Miguel ANYERA CEUTA,V1H,411,41:56:21,22:54:27,ES
993,994,1991  - GRÜTERICH Daniel GEMEINSAM ZUM ERFOLG!,SEH,395,41:56:36,22:54:42,DE
994,995,563  - SGUERZI Patrice,V1H,412,41:56:42,22:54:48,FR
995,996,1317  - GONTHIER Patrice CA PLAINE DES CAFRES,V1H,413,41:56:49,22:54:55,FR
996,997,1501  - VÄNNI Mika SAMBA TRAIL RUNNING CLUB,V1H,414,41:57:23,22:55:29,FI
997,997,1583  - LARIVAARA Visa-Pekka NORTHERN TRAIL RUNNERS,V1H,414,41:57:23,22:55:29,FI
998,999,1461  - LUMME Eero NUTS - NORTHERN ULTRA TRAIL SERVICE,V1H,416,41:57:24,22:55:30,FI
999,999,2406  - LAINEMA Tommi SAMBA TRAIL RUNNING CLUB,V2H,102,41:57:24,22:55:30,FI
1000,1001,565  - ISOMURA Chieko,SEF,45,41:58:37,22:56:43,JP
1001,1002,1648  - FURLATI Stefano,V1H,417,41:58:49,22:56:55,IT
1002,1003,420  - WU Ping 上海交大安泰户外跑者俱乐部,SEH,396,41:59:12,22:57:18,CN
1003,1004,2726  - THOMPSON Richard,V1H,418,41:59:22,22:57:28,GB
1004,1005,1963  - YI Songwei TEAM TSAIGU,V1H,419,41:59:41,22:57:47,CN
1005,1006,2256  - ADDISON Terence GLASGOW TRIATHLON CLUB,V2H,103,42:00:17,22:58:23,GB
1006,1007,1695  - WIDMARK Anders HEJA SPORT,V1H,420,42:00:25,22:58:31,SE
1007,1008,1821  - CAPRA Marco VERONA TRAIL RUNNERS,V1H,421,42:00:57,22:59:03,IT
1008,1009,2867  - DALI Eric,SEH,397,42:01:11,22:59:17,FR
1009,1010,849  - PELLEGRINI Tania,V1F,26,42:02:15,23:00:21,FR
1010,1011,855  - HANROT Helene team castor,V1F,27,42:02:16,23:00:22,FR
1011,1012,2649  - SEIGNOL Thierry ZETEAM,V2H,104,42:03:15,23:01:21,FR
1012,1013,2460  - BOUISSE Laurent ZETEAM,V2H,105,42:03:17,23:01:23,FR
1013,1014,1939  - PETITJEAN Gregory,SEH,398,42:03:39,23:01:45,FR
1014,1015,2540  - BAEZA PARDO Marcos PELICAN ROUGE Coffee Roasters,V1H,422,42:03:48,23:01:54,ES
1015,1016,2159  - RAMO Tomas TRAGAMILLAS,V1H,423,42:04:12,23:02:18,ES
1016,1017,2162  - BARBIERI Roger,V2H,106,42:04:27,23:02:33,FR
1017,1018,1349  - COELHO Sofia,V1F,28,42:04:58,23:03:04,PT
1018,1019,1093  - JESUS Carlos BEAT YOUR LIMIT!,SEH,399,42:04:59,23:03:05,PT
1019,1020,1589  - CASTIGLIONI Alberto INSUBRIA SKY TEAM,V1H,424,42:05:00,23:03:06,IT
1020,1020,2257  - AGNESINA Alberto MASTER NOVARA,V1H,424,42:05:00,23:03:06,IT
1021,1022,1412  - LANGLAIS-DEPARDIEU Anne SUNDGO2,V1F,29,42:05:25,23:03:31,FR
1022,1023,2225  - VANDEPOEL Didier ASA DU BERRY,V1H,426,42:05:29,23:03:35,BE
1023,1023,2240  - CHEUNG Man Ho,V1H,426,42:05:29,23:03:35,HK
1024,1025,446  - ITO Tomohiko,V1H,428,42:05:47,23:03:53,JP
1025,1026,2871  - ESPINHA CORREIA DE JESUS ALVES Paulo Alexandre A.D.AMARANTE TRAIL RUNNING / APT,V1H,429,42:06:02,23:04:08,PT
1026,1027,826  - LEBLACHER Eric,SEH,400,42:07:48,23:05:54,FR
1027,1028,2128  - UNWIN Kieren,SEH,401,42:08:04,23:06:10,GB
1028,1029,1874  - JONES Sebastian,SEH,402,42:08:07,23:06:13,GB
1029,1030,1562  - SAGRIPANTI Claudio TRIATHLON AMA CIVITANOVA,V2H,107,42:08:11,23:06:17,IT
1030,1031,1176  - BIDINOTTO Marco ASD OLIMPICAORLE,SEH,403,42:08:43,23:06:49,IT
1031,1032,1192  - COSTELLO Robert TT RACERS,SEH,404,42:08:55,23:07:01,IE
1032,1032,1542  - FAULKNER Declan KNOCKMANY RUNNERS,V1H,430,42:08:55,23:07:01,IE
1033,1034,1561  - RIZZETTO Denis CIMAVILLA RUNNING TEAM,V1H,431,42:09:03,23:07:09,IT
1034,1035,2053  - SASHIE Daisuke,V1H,432,42:09:46,23:07:52,JP
1035,1036,2898  - MASTROPERROS Panayiotis FLOGA,V1H,433,42:10:23,23:08:29,GR
1036,1037,1605  - YANG Yu,SEH,405,42:10:30,23:08:36,CN
1037,1038,2078  - BRIOTET Damien CREWSTACH,SEH,406,42:11:01,23:09:07,FR
1038,1039,2349  - BAUDON Steve,SEH,407,42:12:01,23:10:07,FR
1039,1040,2079  - CRAVEN Bruce NRG,V2H,108,42:13:03,23:11:09,AU
1040,1041,2521  - MANZARI Michel TEAM GLOBE TRAILEURS,V2H,109,42:13:49,23:11:55,FR
1041,1042,1444  - HAULE Julien OXYGENE BELBEUF,SEH,408,42:13:53,23:11:59,FR
1042,1043,2136  - LIGHTWOOD Matthew,V1H,434,42:14:11,23:12:17,GB
1043,1044,985  - DUFOUR Maxime VISCACHA,SEH,409,42:14:20,23:12:26,FR
1044,1045,1710  - GARBARINO Giuseppe TEAM MARGUAREIS A.S.D.,V1H,435,42:14:27,23:12:33,IT
1045,1046,1622  - KUBOTA Masahito,V1H,436,42:14:36,23:12:42,JP
1046,1047,2900  - JORDAO Sandro ROODINHAS-SANTOS SILVA / OXYGEN-GYM & FITNESS,SEH,410,42:14:42,23:12:48,PT
1047,1048,1443  - FILIPE Marco,V1H,437,42:14:44,23:12:50,PT
1048,1049,2716  - DANICIC Dalibor ULTRA RUNNER SERBIA,SEH,411,42:14:48,23:12:54,RS
1049,1050,1018  - LIAO Maria Josephine SALOMON-SUUNTO PHILIPPINES,SEF,46,42:15:14,23:13:20,PH
1050,1051,715  - PARODI Roberto-Enrique,SEH,412,42:15:21,23:13:27,AR
1051,1051,1473  - HALLIDAY Gordon ANSTER HADDIES,V2H,110,42:15:21,23:13:27,GB
1052,1053,1788  - ABBOTT Jerry,V1H,438,42:15:55,23:14:01,US
1053,1054,2897  - HOLLIDAY David Huntsville Track Club,V2H,111,42:15:56,23:14:02,US
1054,1055,424  - LLAGONE Pascal RUNNING CONSEIL BEZIERS,V2H,112,42:16:42,23:14:48,FR
1055,1056,2113  - LEMONSU Stephan SAMOENS TRAIL TEAM,V1H,439,42:17:46,23:15:52,FR
1056,1057,1878  - HOTTA Tomokazu ＴＢＲＣ,V2H,113,42:18:03,23:16:09,JP
1057,1058,2285  - LE MELINER Loig,V1H,440,42:18:10,23:16:16,FR
1058,1059,558  - MAYER Doug RUN THE ALPS,V2H,114,42:18:11,23:16:17,US
1059,1059,2762  - COIGNOUX Sebastien BOL D'AIRBUS,V1H,441,42:18:11,23:16:17,FR
1060,1061,2426  - PACHA Jean-Yves,V1H,442,42:18:16,23:16:22,FR
1061,1062,1851  - ZHANG Weixian OLD BIRDS,V1H,443,42:18:23,23:16:29,CN
1062,1063,2176  - SUN Guangjun OLD BIRD,V1H,444,42:18:25,23:16:31,CN
1063,1064,1375  - IKEDA Yukihiro GOLDWIN Inc.,V1H,445,42:20:01,23:18:07,JP
1064,1065,1899  - BUCKNALL David TADLEY RUNNERS,V1H,446,42:20:21,23:18:27,GB
1065,1066,1653  - MCKINLEY Marcel,SEH,413,42:21:00,23:19:06,HU
1066,1067,2002  - PASTOR FERRI Antonio PAPELO,V2H,115,42:21:06,23:19:12,ES
1067,1068,2695  - GAU Jiahorng,V1H,447,42:22:09,23:20:15,TW
1068,1069,2191  - STEFANESCU Victor,V1H,448,42:24:27,23:22:33,RO
1069,1070,1500  - TAKUMA Hideo,V2H,116,42:24:51,23:22:57,JP
1070,1071,1705  - TANIGUCHI Katsuhiko,V1H,449,42:25:41,23:23:47,JP
1071,1072,2144  - OLIVER BENNÀSAR Sebastià SA MILANA,V1H,450,42:26:40,23:24:46,ES
1072,1073,1105  - DAMBLON Johnathan,SEH,414,42:26:58,23:25:04,BE
1073,1074,2689  - ESCUDERO Diego,SEH,415,42:27:02,23:25:08,EC
1074,1075,2454  - KRÓL Michał,SEH,416,42:27:08,23:25:14,PL
1075,1076,1735  - MENACHER Matthew,V1H,451,42:27:15,23:25:21,US
1076,1077,2337  - TURNER Andrew,V1H,452,42:27:30,23:25:36,GB
1077,1078,1321  - ODOLINI Massimiliano AMICI DELLO SPORT BRIOSCO,V1H,453,42:27:55,23:26:01,IT
1078,1079,2205  - BRAITHWAITE Stephen KENDAL AAC,V1H,454,42:28:02,23:26:08,GB
1079,1080,834  - ZAMORA TORRES Eunice Abigahil ENDURANCE,SEF,47,42:28:49,23:26:55,MX
1080,1081,2350  - DE CABO TEJERINA Alvaro UPNDOWN,SEH,417,42:30:00,23:28:06,ES
1081,1082,1137  - MAZGON Oskar,SEH,418,42:31:55,23:30:01,SI
1082,1083,510  - JOUNEAU Bertrand,V2H,117,42:32:22,23:30:28,FR
1083,1084,740  - OSEGUEDA Deysi,SEF,48,42:32:52,23:30:58,MX
1084,1085,2222  - PEREIRA Artur Jorge PUPILOS TRAIL TEAM/MAGIC RUNNERS/ENTERPROM- BRINDES PROMOCIONAIS,V1H,455,42:33:13,23:31:19,PT
1085,1086,1609  - GOMES FERREIRA Carlos MATILHA RUNNING,V1H,456,42:33:26,23:31:32,PT
1086,1087,2215  - CATALTEPE Servet BEKO RUNNING TEAM,SEH,419,42:33:36,23:31:42,TR
1087,1088,2108  - FANG Dan QINGMEI CLUB,SEH,420,42:34:25,23:32:31,CN
1088,1089,2235  - SCHROTH Markus,V1H,457,42:34:40,23:32:46,DE
1089,1090,518  - BONJOUR Marc,V2H,118,42:35:10,23:33:16,FR
1090,1091,1041  - KURCZYK Tomasz,SEH,421,42:35:59,23:34:05,PL
1091,1092,1094  - GERARD Romuald AS AGNETZ OGR60,SEH,422,42:36:09,23:34:15,FR
1092,1093,1519  - REGNIEZ Romain AGNETZ ATHETISME - OGR60,SEH,423,42:36:37,23:34:43,FR
1093,1094,2602  - CHYRA Laurent JOGGERS DU COUESNON,V1H,458,42:38:05,23:36:11,FR
1094,1095,1917  - HUBERT Vincent JOGGERS DU COUESNON,V1H,459,42:38:06,23:36:12,FR
1095,1096,2134  - FOUREZ Pascal MONTS ET COLLINES TRAIL TEAM,V1H,460,42:38:13,23:36:19,BE
1096,1097,1727  - DE POORTER Samuel ROCCOTEAM,V1H,461,42:38:15,23:36:21,BE
1097,1097,2132  - DESPLANQUE Emmanuel MONTS ET COLLINES TRAIL TEAM,V1H,461,42:38:15,23:36:21,BE
1098,1099,2513  - CAGNIART Olivier,V2H,119,42:38:27,23:36:33,FR
1099,1100,2864  - COLEMAN Pete,V1H,463,42:38:36,23:36:42,US
1100,1101,2342  - KOSTER Yoav SUMMIT,V2H,120,42:39:51,23:37:57,IL
1101,1102,1629  - SIDRI Hassan US PALAISEAU TRIATHLON,V2H,121,42:39:58,23:38:04,FR
1102,1103,1167  - DUGAILLEZ Sylvie CA DENTS DU MIDI,SEF,49,42:41:31,23:39:37,BE
1103,1103,2181  - VIRGO François CA DENTS DU MIDI,V1H,464,42:41:31,23:39:37,BE
1104,1105,1655  - WEBB Simon,V1H,465,42:41:40,23:39:46,GB
1105,1106,2924  - TOMASZEWSKI Rafał ABOVE2000,SEH,424,42:41:54,23:40:00,PL
1106,1107,2336  - TAGLIAPIETRA Andrea SUMMANO COBRAS,V1H,466,42:42:49,23:40:55,IT
1107,1108,1149  - WEINMANN Rene LAUF- UND TRIATHLONVEREIN GENTHIN,V1H,467,42:43:25,23:41:31,DE
1108,1109,1036  - WEINMANN Jenny LAUF- UND TRIATHLONVEREIN GENTHIN,V1F,30,42:43:29,23:41:35,DE
1109,1110,1754  - KHIAL Kamil,V1H,468,42:43:32,23:41:38,FR
1110,1111,2086  - ROMERO Michel AXA SPORTS ET LOISIRS,V2H,122,42:44:11,23:42:17,FR
1111,1112,2477  - JIMENEZ TRENADO Roberto EQUIPO KENIATA,V1H,469,42:46:18,23:44:24,ES
1112,1113,1228  - SUGIYAMA Hirokazu HYOGO CANCER CENTER,V1H,470,42:48:34,23:46:40,JP
1113,1114,1683  - NATALE Giuseppe APD PIETRO MICCA,V2H,123,42:48:38,23:46:44,IT
1114,1115,2273  - BURTOLO Christian,V1H,471,42:48:39,23:46:45,IT
1115,1116,2231  - CECCONELLO Rafael BARBEITOS TEAM,V1H,472,42:49:19,23:47:25,AR
1116,1117,2489  - PAULOIS Frederic,V2H,124,42:49:23,23:47:29,FR
1117,1118,1549  - SZYMANSKI Rafal ABOVE2000.COM,SEH,425,42:49:30,23:47:36,PL
1118,1119,2423  - MCALLISTER Marco Sean,SEH,426,42:51:24,23:49:30,IT
1119,1120,1503  - CASANOVA Vincent,V1H,473,42:51:44,23:49:50,FR
1120,1121,463  - LEGRAND Agnes US MARQUETTE,V2F,9,42:51:49,23:49:55,FR
1121,1121,2386  - MORIYA Mitsuo MORIYA GANKA,SEH,427,42:51:49,23:49:55,JP
1122,1123,509  - SEMEDO Edouard CORSICA RUN X TREM,V1H,474,42:51:53,23:49:59,FR
1123,1124,1316  - EVANS Russell NRG,V1H,475,42:51:54,23:50:00,AU
1124,1125,2492  - ABE Takashi TOWNHOUSE,V1H,476,42:52:10,23:50:16,JP
1125,1126,2610  - CASSIANO Stéphane TEAM TRAIL JURA,SEH,428,42:52:52,23:50:58,FR
1126,1127,2469  - VANDEPUT Danny,V1H,477,42:52:59,23:51:05,BE
1127,1128,1324  - RADZIEMSKI Paweł LESZ NO LIMIT,SEH,429,42:53:27,23:51:33,PL
1128,1129,2362  - HUARD Aurélien,SEH,430,42:53:43,23:51:49,FR
1129,1130,931  - BROWN Emma TRAILBLAZERS SYDNEY,V1F,31,42:53:49,23:51:55,AU
1130,1131,2592  - DEVY François,V2H,125,42:53:52,23:51:58,FR
1131,1132,1322  - ORGANISTA Piotr LESZNO LIMITS,SEH,431,42:54:43,23:52:49,PL
1132,1133,1286  - LAVAGNINI Thomas COTEN'TRAIL,SEH,432,42:54:54,23:53:00,FR
1133,1133,1348  - SERATENSCHII Guillaume COTEN'TRAIL,V1H,478,42:54:54,23:53:00,FR
1134,1135,1127  - FERRER GONZALEZ Vicent SUTRAIL,V1H,479,42:55:04,23:53:10,ES
1135,1136,1975  - ROSELLO Marcos SUTRAIL,V1H,480,42:55:05,23:53:11,ES
1136,1137,2464  - GAY Eric LES MOLLETS PETILLANTS,V2H,126,42:55:19,23:53:25,FR
1137,1138,2229  - BARRILLON Renaud,V1H,481,42:56:23,23:54:29,FR
1138,1139,1273  - CLERVAL Gaël,SEH,433,42:56:34,23:54:40,FR
1139,1140,1757  - POLGAR Levente Ioan ASOCIATIA AIUD SPORT,SEH,434,42:56:43,23:54:49,RO
1140,1141,2681  - LAPLANCHE Cyrille,V1H,482,42:57:25,23:55:31,FR
1141,1142,2411  - DENG Zequan,V1H,483,42:57:31,23:55:37,CN
1142,1143,1929  - MITCHELL Cal NATURAL FITNESS LAB,V2H,127,42:57:58,23:56:04,CA
1143,1144,1579  - TRZETRZELEWSKA-LALIK Ewa JAZZY POWER,V1F,32,42:59:42,23:57:48,PL
1144,1145,512  - NOBLE James,SEH,435,42:59:54,23:58:00,GB
1145,1146,1451  - ARIAS VARAJAS Wilson,V1H,484,43:01:26,23:59:32,CO
1146,1147,1823  - FAUVARQUE Gaetan ORIGIN CAMPERVANS,V1H,485,43:01:53,23:59:59,FR
1147,1147,1835  - FAUVARQUE Thierry,V1H,485,43:01:53,23:59:59,FR
1148,1149,2552  - WERNER David 17 Groupe d'artillerie,SEH,436,43:02:03,24:00:09,FR
1149,1150,1390  - MEYER Benjamin VCE DORLISHEIM,SEH,437,43:02:33,24:00:39,FR
1150,1151,2187  - JOUGLAR Laurent SAONE MONT D'OR NATURE,V1H,487,43:02:34,24:00:40,FR
1151,1152,1512  - BOUSQUET Franck,SEH,438,43:03:07,24:01:13,FR
1152,1153,1657  - WRIGHT Bruce,SEH,439,43:03:14,24:01:20,GB
1153,1154,1464  - OEHEN Kandid FRECCE GIALLE MALCANTONE,V2H,128,43:03:16,24:01:22,CH
1154,1155,1920  - OLDHAM Ian SWALEDALE RUNNERS,V1H,488,43:03:28,24:01:34,GB
1155,1156,1906  - WEST Fintan,SEH,440,43:03:56,24:02:02,GB
1156,1157,1676  - ISHIHARA Hiroshi CHARI RUN YA,V1H,489,43:04:16,24:02:22,JP
1157,1157,1959  - SAISHOJI Susumu CYARIRUN-YA/RUNDEZ-VOUS,V2H,129,43:04:16,24:02:22,JP
1158,1159,809  - AGUADO FERNANDEZ Loren CLUB ALPI PALAMOS,SEH,441,43:05:03,24:03:09,ES
1159,1160,823  - CHENG Ai,V1F,33,43:05:11,24:03:17,CN
1160,1161,1269  - SWEERIS Esther VOORNE ATLETIEK,V1F,34,43:06:04,24:04:10,NL
1161,1162,1924  - BERNARD Christophe,V1H,490,43:06:31,24:04:37,FR
1162,1163,1559  - MIRET TORRENS Albert PENYA RIBES,V2H,130,43:06:37,24:04:43,ES
1163,1164,2003  - RUFFIN Gregory,V1H,491,43:06:42,24:04:48,FR
1164,1165,1331  - BLANCHARD Aurélien,SEH,442,43:07:31,24:05:37,FR
